"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Influence of Fault-Tolerance Techniques on Power-Analysis Resistance of Cryptographic Design","J. Říha; V. Miškovský; H. Kubátová; M. Novotný","Faculty of Information Technology, Czech Technical University in Prague; Faculty of Information Technology, Czech Technical University in Prague; Faculty of Information Technology, Czech Technical University in Prague; Ceske Vysoke Uceni Technicke v Praze, Praha, CZ",2017 Euromicro Conference on Digital System Design (DSD),"28 Sep 2017","2017","","","260","267","As the security is becoming more and more important these days, we still should not forget about reliability. When designing a cryptographic device for some mission-critical or another reliability demanding system, we need to make the device not only attack-resistant, but also fault-tolerant. There are many common fault-tolerant digital design techniques, however, it is questionable, how these techniques affect the attack-resistance. Do they make the device more vulnerable e.g. to side-channel attacks?In our work we focused on finding the answer to this question. We experimentally evaluated the influence of information redundancy, space redundancy and time redundancy techniques on resistance against power analysis attack. In this paper we present our observations.","","978-1-5386-2146-2","10.1109/DSD.2017.76","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8049794","reliability;security;fault tolerance;attack resistance;DPA;FPGA;AES","Redundancy;Fault tolerant systems;Resistance;Circuit faults;Field programmable gate arrays;Cryptography","","4","","36","IEEE","28 Sep 2017","30 Aug.-1 Sept. 2017","30 Aug.-1 Sept. 2017","IEEE","IEEE Conferences"
"A solitary protection measure against scan chain, fault injection, and power analysis attacks on AES","T. Dhar; S. Bhunia; A. R. Trivedi","Dept. of Electrical & Computer Engineering, University of Illinois at Chicago, Chicago, IL, USA; Dept. of Electrical & Computer Engineering, University of Florida, Gainesville, FL, USA; Dept. of Electrical & Computer Engineering, University of Illinois at Chicago, Chicago, IL, USA",2017 IEEE 60th International Midwest Symposium on Circuits and Systems (MWSCAS),"2 Oct 2017","2017","","","575","578","With the increase in usage of low-power electronics in security critical area, demand for secure transmission of private and confidential information is on the rise. Implementation of dedicated hardware for cryptography is essential nowadays, even in the resource-constrained devices, to meet high-security concerns. However, hardware implementation of cryptographic algorithms may result in security vulnerabilities. Scan-chain-based attack (SBA), fault-injection attack (FIA), and power analysis attack (PAA) are three popular cryptanalysis techniques in exploiting vulnerabilities of crypto-chips. Employing multiple strategies for counteracting the attacks results in significant resource overheads in the cryptographic chips. In this paper, we present a novel and solitary approach to prevent either type of attacks on the hardware implementation of Advanced Encryption Standard (AES). Two additional layers, controlled by true random number generator, are introduced in the proposed technique to conceal sensitive data stored in memory bank. One layer permutes and masks intermediate state before storing in registers, and the other layer is used to reconstruct intermediate state at the start of the round operations of AES. With a two-third increase in resource overhead and negligible increase in timing overhead compared to the regular AES datapath, the proposed technique makes the system resilient against SBA, FIA as well as PAA.","1558-3899","978-1-5090-6389-5","10.1109/MWSCAS.2017.8052988","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8052988","Hardware Security;AES;Scan Chain-based Attack;Fault Injection Attack;Power Analysis Attack","Cryptography;Table lookup;Transistors;Registers;Timing;Correlation","","2","","13","IEEE","2 Oct 2017","6-9 Aug. 2017","6-9 Aug. 2017","IEEE","IEEE Conferences"
"CRC-Oriented Error Detection Architectures of Post-quantum Cryptography Niederreiter Key Generator on FPGA","A. Cintas-Canto; M. Mozaffari-Kermani; R. Azarderakhsh; K. Gaj","School of Technology and Innovation Marymount University, Arlington, VA, USA; Department of Computer Science and Engineering, University of South Florida, Tampa, FL, USA; Department of Computer and Electrical Engineering and Computer Science, Florida Atlantic University, Boca Raton, FL, USA; Department of Electrical and Computer Engineering, George Mason University, Fairfax, VA, USA",2022 IEEE Nordic Circuits and Systems Conference (NorCAS),"8 Nov 2022","2022","","","1","7","Providing error detection constructions for Internet of nano-Things in constrained applications is of prominent importance. The Niederreiter cryptosystem falls into the category of code-based public-key cryptography. It is a relatively well-established scheme, but its key size and performance overheads have traditionally hindered its efficiency to be utilized for traditional computers. However, with the arrival of quantum computers, the Niederreiter cryptosystem is believed to be secure against attacks enabled by such computers, even though it has been previously shown that it is still vulnerable to fault injection and natural hardware defects. In this paper, we present fault detection schemes for the different blocks in the key generation of the Niederreiter cryptosystem using binary Goppa codes. These blocks perform finite field operations such as addition, multiplication, squaring, and inversion. The schemes are derived for different parameter sizes in order to have more flexibility and be able to choose according to the overheads to be tolerated and the required level of security. Moreover, we implement our fault detection schemes on Xilinx field-programmable gate array (FPGA) family Kintex UltraScale+ (device xcku5p-ffvd900-1-i) to benchmark the overhead induced of the proposed approaches.","","979-8-3503-4550-6","10.1109/NorCAS57515.2022.9934378","US National Science Foundation(grant numbers:SaTC-1801488); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9934378","Fault detection;field-programmable gate array (FPGA);Niederreiter cryptosystem;post-quantum cryptography","Computers;Quantum computing;Fault detection;Computer architecture;Benchmark testing;Public key cryptography;Generators","","18","","43","IEEE","8 Nov 2022","25-26 Oct. 2022","25-26 Oct. 2022","IEEE","IEEE Conferences"
"A Highly Reliable Arbiter PUF With Improved Uniqueness in FPGA Implementation Using Bit-Self-Test","Z. He; W. Chen; L. Zhang; G. Chi; Q. Gao; L. Harn","Hubei Key Laboratory for High-Efficiency Utilization of Solar Energy and Operation Control of Energy Storage System, Hubei University of Technology, Wuhan, China; Hubei Key Laboratory for High-Efficiency Utilization of Solar Energy and Operation Control of Energy Storage System, Hubei University of Technology, Wuhan, China; Hubei Key Laboratory for High-Efficiency Utilization of Solar Energy and Operation Control of Energy Storage System, Hubei University of Technology, Wuhan, China; School of Electronics Engineering and Automation, Guilin University of Electronics Technology, Guilin, China; Hubei Key Laboratory for High-Efficiency Utilization of Solar Energy and Operation Control of Energy Storage System, Hubei University of Technology, Wuhan, China; Department of Computer Science and Electrical Engineering, University of Missouri-Kansas City, Kansas City, MO, USA",IEEE Access,"12 Oct 2020","2020","8","","181751","181762","Physically unclonable functions (PUFs) promise to be a critical hardware primitive for billions of Internet of Things (IoT) devices. The arbiter PUF (A-PUF) is one of the most well-known PUF circuits. However, its FPGA implementation has a poor reliability, and error correction codes (ECCs) are usually needed to eliminate the noise in the responses, which incur additional high hardware overhead and require NVM for helper data storage. In this paper, we present a highly reliable arbiter PUF with improved uniqueness using the bit-self-test (BST) strategy. A delay detection circuit is added into a classical arbiter PUF to test the delay deviation that produces each bit of the PUF response in real-time and mark the response as reliable using a reliability flag when the delay deviation is significantly more than a predefined threshold. Then, the robust responses can be used. We implemented the BST-arbiter PUF on a Xilinx Artix 7 FPGA. The test results show that the selected responses achieve outstanding performance where the bit error rate is less than 10-9, the bias is 50.3%, and the uniqueness is 49.1%. Thus, the BST-APUF, which drastically reduced the ECC overhead, can be applied to lightweight cryptography applications.","2169-3536","","10.1109/ACCESS.2020.3028514","Hubei Provincial Natural Science Foundation of China(grant numbers:2020CFB814); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9211464","Physically unclonable functions;bit-self-test;arbiter PUF;reliability enhancement;reliability flag","Delays;Integrated circuit reliability;Hardware;Cryptography;Field programmable gate arrays;Robustness","","65","","47","CCBY","2 Oct 2020","2020","","IEEE","IEEE Journals"
"FPGA Bitstream Fault Injection Attack and Countermeasures on the Sampling Counter in CRYSTALS Kyber","Z. Ni; A. Khalid; W. Liu; M. O’Neill","Centre for Secure Information Technologies (CSIT), Queen’s University Belfast, Belfast, UK; Centre for Secure Information Technologies (CSIT), Queen’s University Belfast, Belfast, UK; College of Electronics and Information Engineering, Nanjing University of Aeronautics and Astronautics, Nanjing, China; Centre for Secure Information Technologies (CSIT), Queen’s University Belfast, Belfast, UK",2024 IEEE International Symposium on Circuits and Systems (ISCAS),"2 Jul 2024","2024","","","1","5","The CRYSTALS Kyber algorithm is the public key encryption (PKE)/ key encapsulation mechanism (KEM) protocol undertaken for standardization by the US National Institute of Standards and Technology (NIST) the PQC competition and serves as the foundation for the Module-Lattice-Based (ML)-KEM scheme. The inherently strong security properties of the Kyber algorithm are considered to be resistant to attacks under quantum computers, but the security of its FPGA-based hardware implementation circuitry is still worth considering. In this work, we introduce the Nonce counter disabling attack, which targets the binomial distribution sampling process. We demonstrate that, in the modified primes of Kyber from Round 2, it is also effectively deduce the secret key s by equating it with the noise e. Our implementation of this attack on a Nexys 4 FPGA, with an additional DSP disabling filtering process to pinpoint the LUT. This attack is applicable to both the key generation and key encapsulation phases, and only need to modify 32-bit bitstream. Finally, We propose the Nonce counter check and the splitting of the Nonce computation cycles methods to to prevent this attack in hardware design-level.","2158-1525","979-8-3503-3099-1","10.1109/ISCAS58744.2024.10557946","Engineering and Physical Sciences Research Council; National Natural Science Foundation of China; Fundamental Research Funds for the Central Universities; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10557946","Post-quantum cryptography;CRYSTALS-Kyber;bitstream fault attack;FPGA security","Encapsulation;Noise;Crystals;Standardization;NIST;Polynomials;Hardware","","1","","17","IEEE","2 Jul 2024","19-22 May 2024","19-22 May 2024","IEEE","IEEE Conferences"
"Efficient Error Detection Architectures for Postquantum Signature Falcon’s Sampler and KEM SABER","A. Sarker; M. Mozaffari Kermani; R. Azarderakhsh","Department of Computer Science and Engineering, University of South Florida, Tampa, FL, USA; Department of Computer Science and Engineering, University of South Florida, Tampa, FL, USA; Department of Computer and Electrical Engineering and Computer Science, Florida Atlantic University, Boca Raton, FL, USA",IEEE Transactions on Very Large Scale Integration (VLSI) Systems,"16 May 2022","2022","30","6","794","802","Among the National Institute for Standards and Technology (NIST) postquantum cryptography (PQC) standardization Round 3 finalists (announced in 2020 and anticipated to conclude in 2022–2024), SABER and Falcon are efficient key encapsulation mechanism (KEM) and compact signature scheme, respectively. SABER is a simple and flexible cryptographic scheme, highly suitable for thwarting potential attacks in the postquantum era. Implementing SABER can be performed solely in hardware (HW) or on HW/software coprocessors. On the other hand, the compact key size, efficient design, and strong reliability proof in the quantum random oracle model (QROM) make Falcon a highly suitable signature algorithm for PQC. Although Falcon is crucial as a PQC signature scheme, the utilization of the Gaussian sampler makes it vulnerable to malicious attacks, e.g., fault attacks. This is the first work to present error detection schemes embedded efficiently in SABER as well as Falcon’s sampler architectures, which can detect both transient and permanent faults. Moreover, we implement HW design for the ModFalcon signature algorithm as well as the Gaussian sampler. These schemes are implemented on a formerly Xilinx field-programmable gate array (FPGA) family, for both SABER and Falcon variants, where we assess the error coverage and the performance. The proposed schemes incur low overhead (the area, delay, and power overheads being 22.59%, 19.77%, and 10.67%, respectively, in the worst case) while providing a high fault detection rate (99.9975% in the worst case scenario), making them suitable for high efficiency and compact HW implementations of constrained applications.","1557-9999","","10.1109/TVLSI.2022.3156479","U.S. National Science Foundation (NSF)(grant numbers:SaTC-1801488); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9736448","Field-programmable gate array (FPGA);key encapsulation mechanisms (KEM);learning with errors (LWEs);learning with rounding (LWR);postquantum cryptography (PQC);quantum random oracle model (QROM)","Computer architecture;Cryptography;Circuit faults;NIST;Lattices;Field programmable gate arrays;Encryption","","32","","25","IEEE","16 Mar 2022","June 2022","","IEEE","IEEE Journals"
"FPGA Implementation of Arbiter PUFs for ideal Cryptographic Key Generation","K. Anitha; K. Kumar Gopathoti; J. Rajeswari; S. Majji; T. Radhika Patnala; D. Sri Sai Satyanarayana","ECE Department, Prasad V Potluri Siddhartha Institute of Technology, Vijayawada, India; Department of ECE, Institute of Aeronautical Engineering, Hyderabad, India; Lecturer in ECE Government Polytechnic for women, Kakinada, India; Department of ECE, GRIET, Hyderabad, India; Developer Shanax Technologies, Hyderabad, India; Scholar Chalmers University of Technology, Goteborg, Sweden","2021 5th International Conference on Electronics, Communication and Aerospace Technology (ICECA)","20 Jan 2022","2021","","","754","757","It is critical in today's security-conscious environments and communications to create unique identities, and this can be done with software or hardware. Hardware can create a reliable and unique identity with less complexity than software because software requires more complex algorithms to keep the secret hidden from the adversaries. PUF is the name of one such basic circuit. Even when made using a nominally identical process, no two physical objects are exactly the same. When presented with a binary input, a PUF circuit responds with a binary, device-unique output. A PUF circuit is designed to be sensitive to manufacturing process variations. PUF as a hardware primitive is used as an authentication device in the real-world practical application scheme. The proposed IoT node-to-node mutual authentication algorithm does not require a server or a trusted third party. FPGA boards are used to implement the algorithm's main modules, such as the Nonce generation logic and the unclonable response generation logic. In spite of identity theft, PUF-based authentication schemes have the assurance that malicious parties cannot replace the intended PUF-based node.","","978-1-6654-3524-6","10.1109/ICECA52323.2021.9676119","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9676119","Arbiter PUF;FPGA;Ring Oscillator (RO)","Protocols;Software algorithms;Authentication;Software;Hardware;Software reliability;Cryptography","","3","","16","IEEE","20 Jan 2022","2-4 Dec. 2021","2-4 Dec. 2021","IEEE","IEEE Conferences"
"FPGA Governed Edge Device Confidentiality: Lightweight Cryptography with Enhanced Security","S. R; G. S; G. G; M. D; M. R; S. S. V S","School of Computing, SASTRA Deemed University, Thanjavur, India; School of EEE, SASTRA Deemed University, Thanjavur, India; School of EEE, SASTRA Deemed University, Thanjavur, India; School of Computing, SASTRA Deemed University, Thanjavur, India; School of Computing, SASTRA Deemed University, Thanjavur, India; School of Computing, SASTRA Deemed University, Thanjavur, India",2024 Control Instrumentation System Conference (CISCON),"2 Oct 2024","2024","","","1","6","This work addresses edge devices' urgent security challenges by introducing a highly efficient lightweight cryptosystem based on the conventional KATAN algorithm on a Field Programmable Gate Array (FPGA). Recognizing the need for improvements to overcome keyspace and differential cryptanalysis problems, Substitution boxes (S-box) and chaotic functions have been incorporated to strengthen both security and performance. AES substitution boxes enhance security through byte substitution, complementing the KATAN algorithm's use of input-dependent S-boxes for efficient encryption. Simultaneously, the chaotic logistic map adds unpredictability, crucial for generating randomness in cryptographic applications. These components collectively form a robust framework for secure data encryption, ensuring confidentiality in cryptographic systems. This tailored algorithm has undergone rigorous testing, with statistical and hardware analyses confirming its efficacy and reliability. Notably, using lookup tables for encryption and decryption consumes minimal logic elements, less than 5%, with power dissipation values for encryption and decryption at 421.99 mW and 419.60 mW, respectively. The proposed modified KATAN algorithm successfully passed NIST SP 800-22 tests with a significance level of 0.01, demonstrating a randomness level of 99.9% and robust cryptographic properties. These findings highlight our proposed algorithm's effectiveness and lightweight nature, making it an ideal solution for deployment in resourceconstrained edge devices.","","979-8-3503-7548-0","10.1109/CISCON62171.2024.10696143","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10696143","Edge devices;lightweight cryptosystem;KATAN;substitution boxes;chaotic functions;statistical analysis;FPGA and reliability","NIST;Hardware;Encryption;Registers;Reliability;Logic;Resource management;Field programmable gate arrays;Testing;Resilience","","1","","26","IEEE","2 Oct 2024","2-3 Aug. 2024","2-3 Aug. 2024","IEEE","IEEE Conferences"
"High Radix Design for Montgomery Multiplier in FPGA platform","A. Arunachalamani; V. R. Venkatasubramani; V. V. Thyagarajan; S. Rajaram","Dept of ECE, Thiagarajar college of Engineering, Madurai, India; Dept of ECE, Thiagarajar college of Engineering, Madurai, India; Dept of ECE, Thiagarajar college of Engineering, Madurai, India; Dept of ECE, Thiagarajar college of Engineering, Madurai, India","2023 International Conference on Recent Advances in Electrical, Electronics, Ubiquitous Communication, and Computational Intelligence (RAEEUCCI)","30 May 2023","2023","","","1","5","Cryptographic systems, such as RSA, ECC, and SHE, rely heavily on the design of modular multiplication. As these systems involve large integers, the bit-width of the modulus is a critical factor in determining performance. Therefore, creating efficient hardware implementation of the Montgomery Multiplier (MM) algorithm is a significant challenge. Specifically, the performance of a modulus with a variable bit-width N is a key consideration. The Montgomery Multiplication algorithm can improve iterative modular multiplications and squaring required for point multiplication. This algorithm puts back the time-consuming divisions with multiplications and shifts, resulting in faster computations. A fixed-precision Montgomery Modular Multiplier with radix 2m(FPR2tm) performs an iterative computation of intermediate results connected to $m$ bits of the multiplier. However, this method assumes that the bit-width $N$ of the modulus is fixed. While the intermediate results must be computed around one multiplier bit at a time, the Radix 2 design introduces a significant cycle delay. This delay can be reduced to 1/m when m > 1. Unfortunately, the resulting design is highly expensive in terms of the circuit's delay and area, which prevents the design of a high-radix Montgomery MM. When the radix is greater than 2, the cycle count decreases, but the multiplication becomes the clock period's bottleneck. To address these issues, a variety of low-latency, high-radix Montgomery Multiplication designs are shown in this paper. According to the experimental results, the design achieves a clock period of 41.75MHz and 140 Slice LUTs with low Area-Latency characteristics.","","979-8-3503-3742-6","10.1109/RAEEUCCI57140.2023.10134351","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10134351","Montgomery Multiplier;Radix;precision","Simulation;Reliability theory;Elliptic curve cryptography;Reliability engineering;Delays;Table lookup;Cryptography","","1","","12","IEEE","30 May 2023","19-21 April 2023","19-21 April 2023","IEEE","IEEE Conferences"
"Electromagnetic Fault Injection Attack Methodology against AES Hardware Implementation","A. Casado-Galán; F. E. Potestad-Ordóñez; A. J. Acosta; E. Tena-Sánchez",Instituto de Microelectrónica de Sevilla IMSE-CNM (CSIC / University of Seville); Instituto de Microelectrónica de Sevilla IMSE-CNM (CSIC / University of Seville); Instituto de Microelectrónica de Sevilla IMSE-CNM (CSIC / University of Seville); Instituto de Microelectrónica de Sevilla IMSE-CNM (CSIC / University of Seville),2024 39th Conference on Design of Circuits and Integrated Systems (DCIS),"3 Dec 2024","2024","","","1","6","Implementation attacks are a serious threat in the field of cryptography and the IoT. One particular type of implementation attack is Fault Injection Attacks (FIA). These attacks aim to modify the functionality of a certain cryptographic scheme by altering the value of certain bits or bytes inside the electronic circuit. Differential Fault Analysis (DFA) is a technique that exploits these introduced faults to retrieve sensible information about the cryptographic algorithm, like the secret key. There are several ways to perform an FIA, one of them is the electromagnetic FIA, which aims to insert faults in a circuit by generating an electromagnetic pulse (EMP) to induce Foucault currents inside the chip that affect the components inside. In this paper, a methodology to find the optimal locations to perform an electromagnetic FIA and test it in two circuits is presented: The first one is an implementation of a single S-Box of the Advanced Encryption Standard (AES) algorithm and the second one is a full implementation of the AES, both on an Artix-7 FPGA. Both examples show that inserting several types of faults that the DFA literature uses to break the cipher is possible.","2640-5563","979-8-3503-6439-2","10.1109/DCIS62603.2024.10769137","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10769137","Hardware security;electromagnetic fault injection attacks;hardware attacks;FPGA;AES","Ciphers;Hardware;Encryption;Circuit faults;Field programmable gate arrays;Standards;Electronic circuits","","","","13","IEEE","3 Dec 2024","13-15 Nov. 2024","13-15 Nov. 2024","IEEE","IEEE Conferences"
